fiche_id,نوع الشهادة الجامعية,مدة الدراسة,المجال,التخصصات,صيغة حساب مجموع النقاط,التنفيل الجغرافي 7%,تتطلب اجتياز اختبارات مسبقة,لها شروط خاصة,آفاق جامعية,آفاق مهنية
2700,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,أساليب الصناعات الغذائية-أساليب كيميائية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,تقني سامي لدي وحدات الانتاج الغذائيي  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات و المختبرات  أو  في مراقبة الجودة + تقني لدي وحدات الانتاج الكيميائية أو العضوية  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات  مراقبة الجودة في المختبر
2701,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,أساليب الصناعات الغذائية-أساليب كيميائية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,تقني سامي لدي وحدات الانتاج الغذائيي  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات و المختبرات  أو  في مراقبة الجودة + تقني لدي وحدات الانتاج الكيميائية أو العضوية  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات  مراقبة الجودة في المختبر
2702,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,أساليب الصناعات الغذائية-أساليب كيميائية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,تقني سامي لدي وحدات الانتاج الغذائيي  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات و المختبرات  أو  في مراقبة الجودة + تقني لدي وحدات الانتاج الكيميائية أو العضوية  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات  مراقبة الجودة في المختبر
2703,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,أساليب الصناعات الغذائية-أساليب كيميائية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,تقني سامي لدي وحدات الانتاج الغذائيي  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات و المختبرات  أو  في مراقبة الجودة + تقني لدي وحدات الانتاج الكيميائية أو العضوية  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات  مراقبة الجودة في المختبر
2704,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,أساليب الصناعات الغذائية-أساليب كيميائية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,تقني سامي لدي وحدات الانتاج الغذائيي  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات و المختبرات  أو  في مراقبة الجودة + تقني لدي وحدات الانتاج الكيميائية أو العضوية  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات  مراقبة الجودة في المختبر
2705,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الأساليب الكيميائية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,تقني سامي لدي وحدات الانتاج الغذائيي  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات و المختبرات  أو  في مراقبة الجودة + تقني لدي وحدات الانتاج الكيميائية أو العضوية  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات  مراقبة الجودة في المختبر
2706,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الأساليب الكيميائية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,تقني سامي لدي وحدات الانتاج الغذائيي  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات و المختبرات  أو  في مراقبة الجودة + تقني لدي وحدات الانتاج الكيميائية أو العضوية  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات  مراقبة الجودة في المختبر
2707,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الأساليب الكيميائية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,تقني سامي لدي وحدات الانتاج الغذائيي  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات و المختبرات  أو  في مراقبة الجودة + تقني لدي وحدات الانتاج الكيميائية أو العضوية  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات  مراقبة الجودة في المختبر
2708,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,أساليب الصناعات الغذائية-أساليب كيميائية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,تقني سامي لدي وحدات الانتاج الغذائيي  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات و المختبرات  أو  في مراقبة الجودة + تقني لدي وحدات الانتاج الكيميائية أو العضوية  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات  مراقبة الجودة في المختبر
2709,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,أساليب الصناعات الغذائية-أساليب كيميائية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,تقني سامي لدي وحدات الانتاج الغذائيي  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات و المختبرات  أو  في مراقبة الجودة + تقني لدي وحدات الانتاج الكيميائية أو العضوية  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات  مراقبة الجودة في المختبر
2710,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,أساليب الصناعات الغذائية-أساليب كيميائية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,تقني سامي لدي وحدات الانتاج الغذائيي  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات و المختبرات  أو  في مراقبة الجودة + تقني لدي وحدات الانتاج الكيميائية أو العضوية  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات  مراقبة الجودة في المختبر
2711,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,أساليب الصناعات الغذائية-أساليب كيميائية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,تقني سامي لدي وحدات الانتاج الغذائيي  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات و المختبرات  أو  في مراقبة الجودة + تقني لدي وحدات الانتاج الكيميائية أو العضوية  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات  مراقبة الجودة في المختبر
2712,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,أساليب الصناعات الغذائية-أساليب كيميائية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,تقني سامي لدي وحدات الانتاج الغذائيي  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات و المختبرات  أو  في مراقبة الجودة + تقني لدي وحدات الانتاج الكيميائية أو العضوية  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات  مراقبة الجودة في المختبر
2713,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,أساليب الصناعات الغذائية-أساليب كيميائية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,تقني سامي لدي وحدات الانتاج الغذائيي  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات و المختبرات  أو  في مراقبة الجودة + تقني لدي وحدات الانتاج الكيميائية أو العضوية  في مجال الخدمات الفنية و التشغيلية أو في ادارة الخدمات  مراقبة الجودة في المختبر
2717,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الطاقية والمحيط,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2718,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الطاقية والمحيط,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2719,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الطاقية والمحيط,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2720,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,التبريد والتكييف,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2721,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,التبريد والتكييف,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2722,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,التبريد والتكييف,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2723,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,التبريد والتكييف,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2724,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,التبريد والتكييف,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2725,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,التبريد والتكييف,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2726,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,التبريد والتكييف,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2727,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,التبريد والتكييف,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2728,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,التبريد والتكييف,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2729,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,التبريد والتكييف,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2730,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,التبريد والتكييف,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2731,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,التبريد والتكييف,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2732,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الطاقية والمحيط,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2733,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الطاقية والمحيط,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2734,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الطاقية والمحيط,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2735,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الهندسة الطاقية,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2736,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الهندسة الطاقية,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2737,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الهندسة الطاقية,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2738,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الطاقة المتجددة,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2739,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الطاقة المتجددة,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2740,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الطاقة المتجددة,FG+(M+SP+Info)/3,نعم,لا,لا,ماجستير مهني,محطات توليد الطاقة +الشركات الصناعية
2741,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,هندسة حرارية وطاقات متجددة,FG+(M+SP)/2,لا,لا,لا,ماجستير مهني,محطات توليد الطاقة +بالشركات الصناعية الخاصة و الحكومية
2742,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,هندسة حرارية وطاقات متجددة,FG+(M+SP)/2,لا,لا,لا,ماجستير مهني,محطات توليد الطاقة +بالشركات الصناعية الخاصة و الحكومية
2743,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,هندسة حرارية وطاقات متجددة,FG+(M+SP+TE)/3,لا,لا,لا,ماجستير مهني,محطات توليد الطاقة +بالشركات الصناعية الخاصة و الحكومية
2744,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,هندسة حرارية وطاقات متجددة,FG+(M+SP)/2,لا,لا,لا,ماجستير مهني,محطات توليد الطاقة +بالشركات الصناعية الخاصة و الحكومية
2745,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,هندسة حرارية وطاقات متجددة,FG+(M+SP)/2,لا,لا,لا,ماجستير مهني,محطات توليد الطاقة +بالشركات الصناعية الخاصة و الحكومية
2746,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,هندسة حرارية وطاقات متجددة,FG+(M+SP+TE)/3,لا,لا,لا,ماجستير مهني,محطات توليد الطاقة +بالشركات الصناعية الخاصة و الحكومية
2747,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,هندسة حرارية وطاقات متجددة,FG+(M+SP)/2,لا,لا,لا,ماجستير مهني,محطات توليد الطاقة +بالشركات الصناعية الخاصة و الحكومية
2748,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,هندسة حرارية وطاقات متجددة,FG+(M+SP)/2,لا,لا,لا,ماجستير مهني,محطات توليد الطاقة +بالشركات الصناعية الخاصة و الحكومية
2749,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الإلكترونيك والكهروتقنية والآلية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2750,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الإلكترونيك والكهروتقنية والآلية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2751,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الإلكترونيك والكهروتقنية والآلية,FG+(M+SP+TE)/3,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2752,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الإلكترونيك والكهروتقنية والآلية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2753,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,النظم المحمولة,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2754,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,النظم المحمولة,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2755,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,النظم المحمولة,FG+(M+SP+TE)/3,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2756,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,النظم المحمولة,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2757,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الآلية والإعلامية الصناعية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2758,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الآلية والإعلامية الصناعية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2759,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الآلية والإعلامية الصناعية,FG+(M+SP+TE)/3,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2760,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الآلية والإعلامية الصناعية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2761,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الآلية و الإعلامية الصناعية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2762,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الآلية و الإعلامية الصناعية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2763,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الآلية و الإعلامية الصناعية,FG+(M+SP+TE)/3,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2764,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الآلية و الإعلامية الصناعية,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2765,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,النظم المحمولة-الآلية والإعلامية الصناعية-الكترونيك السيّارات,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2766,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,النظم المحمولة-الآلية والإعلامية الصناعية-الكترونيك السيّارات,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2767,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,النظم المحمولة-الآلية والإعلامية الصناعية-الكترونيك السيّارات,FG+(M+SP+TE)/3,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2768,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,النظم المحمولة-الآلية والإعلامية الصناعية-الكترونيك السيّارات,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2769,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الآلية والإعلامية الصناعية-النظم المحمولة-الإلكترونيك الصناعي,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2770,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الآلية والإعلامية الصناعية-النظم المحمولة-الإلكترونيك الصناعي,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2771,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الآلية والإعلامية الصناعية-النظم المحمولة-الإلكترونيك الصناعي,FG+(M+SP+TE)/3,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2772,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,الآلية والإعلامية الصناعية-النظم المحمولة-الإلكترونيك الصناعي,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2773,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,النظم المحمولة-الطاقات الكهربائية المتجددة,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2774,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,النظم المحمولة-الطاقات الكهربائية المتجددة,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2775,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,النظم المحمولة-الطاقات الكهربائية المتجددة,FG+(M+SP+TE)/3,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2776,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,النظم المحمولة-الطاقات الكهربائية المتجددة,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2777,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,القيس والأدواتية والمترولوجيا-النظم المحمولة-الإلكترونيك الصناعي,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2778,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,القيس والأدواتية والمترولوجيا-النظم المحمولة-الإلكترونيك الصناعي,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2779,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,القيس والأدواتية والمترولوجيا-النظم المحمولة-الإلكترونيك الصناعي,FG+(M+SP+TE)/3,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2780,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,القيس والأدواتية والمترولوجيا-النظم المحمولة-الإلكترونيك الصناعي,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2781,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,القيس والأدواتية والمترولوجيا-النظم المحمولة,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2782,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,القيس والأدواتية والمترولوجيا-النظم المحمولة,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2783,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,القيس والأدواتية والمترولوجيا-النظم المحمولة,FG+(M+SP+TE)/3,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
2784,الشهادة الوطنية للإجازة,03 سنوات,العلوم الصحيحة والتكنولوجيا,القيس والأدواتية والمترولوجيا-النظم المحمولة,FG+(M+SP)/2,نعم,لا,لا,ماجستير مهني,مختص في برمجة المعدات الاوتوماتيكية +مختص في التصرف في المعدات الصناعية+مسؤول عن صيانة المعدات الكهربائية وأنظمة التشغيل الآلي
